policy,slices,mean_morphology_composite_error,mean_front_distance_nm,mean_penetration_d95_error_nm,mean_penetration_dmax_error_nm,mean_normalized_reconstruction_rmse,mean_selected_area_fraction,mean_scan_time_s
gated_veer_4x4_mean_kappa5,235,0.11335967117877338,10250.040831599536,2196.851063829787,2006.3829787234042,0.21790246200755187,0.26501945785876474,85.07140000000001
uncertainty_lookahead,235,0.13729739788927656,12903.530883987252,2171.7234042553196,2016.595744680851,0.2215519372556328,0.26501945785876474,85.07140000000001
