slice,channel,path,length,columns,rows,values,required_values,payload_valid
001,Al,data/alloy617_nrds/eds/slice_001/dat/ebsd-sliceimage-001_0_alk.dat,1049724,549,478,262431,262424,True
001,Cl,data/alloy617_nrds/eds/slice_001/dat/ebsd-sliceimage-001_0_clk.dat,1049724,549,478,262431,262424,True
001,Co,data/alloy617_nrds/eds/slice_001/dat/ebsd-sliceimage-001_0_cok.dat,1049724,549,478,262431,262424,True
001,Cr,data/alloy617_nrds/eds/slice_001/dat/ebsd-sliceimage-001_0_crk.dat,1049724,549,478,262431,262424,True
001,F,data/alloy617_nrds/eds/slice_001/dat/ebsd-sliceimage-001_0_fk.dat,1049724,549,478,262431,262424,True
001,Fe,data/alloy617_nrds/eds/slice_001/dat/ebsd-sliceimage-001_0_fek.dat,1049724,549,478,262431,262424,True
001,Mg,data/alloy617_nrds/eds/slice_001/dat/ebsd-sliceimage-001_0_mgk.dat,1049724,549,478,262431,262424,True
001,Mn,data/alloy617_nrds/eds/slice_001/dat/ebsd-sliceimage-001_0_mnk.dat,1049724,549,478,262431,262424,True
001,Mo,data/alloy617_nrds/eds/slice_001/dat/ebsd-sliceimage-001_0_mom.dat,1049724,549,478,262431,262424,True
001,Na,data/alloy617_nrds/eds/slice_001/dat/ebsd-sliceimage-001_0_nak.dat,1049724,549,478,262431,262424,True
001,Ni,data/alloy617_nrds/eds/slice_001/dat/ebsd-sliceimage-001_0_nik.dat,1049724,549,478,262431,262424,True
001,O,data/alloy617_nrds/eds/slice_001/dat/ebsd-sliceimage-001_0_ok.dat,1049724,549,478,262431,262424,True
001,Si,data/alloy617_nrds/eds/slice_001/dat/ebsd-sliceimage-001_0_sik.dat,1049724,549,478,262431,262424,True
001,Ti,data/alloy617_nrds/eds/slice_001/dat/ebsd-sliceimage-001_0_tik.dat,1049724,549,478,262431,262424,True
001,W,data/alloy617_nrds/eds/slice_001/dat/ebsd-sliceimage-001_0_wl.dat,1049724,549,478,262431,262424,True
002,Al,data/alloy617_nrds/eds/slice_002/dat/ebsd-sliceimage-002_0_alk.dat,1049724,549,478,262431,262424,True
002,Cl,data/alloy617_nrds/eds/slice_002/dat/ebsd-sliceimage-002_0_clk.dat,1049724,549,478,262431,262424,True
002,Co,data/alloy617_nrds/eds/slice_002/dat/ebsd-sliceimage-002_0_cok.dat,1049724,549,478,262431,262424,True
002,Cr,data/alloy617_nrds/eds/slice_002/dat/ebsd-sliceimage-002_0_crk.dat,1049724,549,478,262431,262424,True
002,F,data/alloy617_nrds/eds/slice_002/dat/ebsd-sliceimage-002_0_fk.dat,1049724,549,478,262431,262424,True
002,Fe,data/alloy617_nrds/eds/slice_002/dat/ebsd-sliceimage-002_0_fek.dat,1049724,549,478,262431,262424,True
002,Mg,data/alloy617_nrds/eds/slice_002/dat/ebsd-sliceimage-002_0_mgk.dat,1049724,549,478,262431,262424,True
002,Mn,data/alloy617_nrds/eds/slice_002/dat/ebsd-sliceimage-002_0_mnk.dat,1049724,549,478,262431,262424,True
002,Mo,data/alloy617_nrds/eds/slice_002/dat/ebsd-sliceimage-002_0_mom.dat,1049724,549,478,262431,262424,True
002,Na,data/alloy617_nrds/eds/slice_002/dat/ebsd-sliceimage-002_0_nak.dat,1049724,549,478,262431,262424,True
002,Ni,data/alloy617_nrds/eds/slice_002/dat/ebsd-sliceimage-002_0_nik.dat,1049724,549,478,262431,262424,True
002,O,data/alloy617_nrds/eds/slice_002/dat/ebsd-sliceimage-002_0_ok.dat,1049724,549,478,262431,262424,True
002,Si,data/alloy617_nrds/eds/slice_002/dat/ebsd-sliceimage-002_0_sik.dat,1049724,549,478,262431,262424,True
002,Ti,data/alloy617_nrds/eds/slice_002/dat/ebsd-sliceimage-002_0_tik.dat,1049724,549,478,262431,262424,True
002,W,data/alloy617_nrds/eds/slice_002/dat/ebsd-sliceimage-002_0_wl.dat,1049724,549,478,262431,262424,True
003,Al,data/alloy617_nrds/eds/slice_003/dat/ebsd-sliceimage-003_0_alk.dat,1049724,549,478,262431,262424,True
003,Cl,data/alloy617_nrds/eds/slice_003/dat/ebsd-sliceimage-003_0_clk.dat,1049724,549,478,262431,262424,True
003,Co,data/alloy617_nrds/eds/slice_003/dat/ebsd-sliceimage-003_0_cok.dat,1049724,549,478,262431,262424,True
003,Cr,data/alloy617_nrds/eds/slice_003/dat/ebsd-sliceimage-003_0_crk.dat,1049724,549,478,262431,262424,True
003,F,data/alloy617_nrds/eds/slice_003/dat/ebsd-sliceimage-003_0_fk.dat,1049724,549,478,262431,262424,True
003,Fe,data/alloy617_nrds/eds/slice_003/dat/ebsd-sliceimage-003_0_fek.dat,1049724,549,478,262431,262424,True
003,Mg,data/alloy617_nrds/eds/slice_003/dat/ebsd-sliceimage-003_0_mgk.dat,1049724,549,478,262431,262424,True
003,Mn,data/alloy617_nrds/eds/slice_003/dat/ebsd-sliceimage-003_0_mnk.dat,1049724,549,478,262431,262424,True
003,Mo,data/alloy617_nrds/eds/slice_003/dat/ebsd-sliceimage-003_0_mom.dat,1049724,549,478,262431,262424,True
003,Na,data/alloy617_nrds/eds/slice_003/dat/ebsd-sliceimage-003_0_nak.dat,1049724,549,478,262431,262424,True
003,Ni,data/alloy617_nrds/eds/slice_003/dat/ebsd-sliceimage-003_0_nik.dat,1049724,549,478,262431,262424,True
003,O,data/alloy617_nrds/eds/slice_003/dat/ebsd-sliceimage-003_0_ok.dat,1049724,549,478,262431,262424,True
003,Si,data/alloy617_nrds/eds/slice_003/dat/ebsd-sliceimage-003_0_sik.dat,1049724,549,478,262431,262424,True
003,Ti,data/alloy617_nrds/eds/slice_003/dat/ebsd-sliceimage-003_0_tik.dat,1049724,549,478,262431,262424,True
003,W,data/alloy617_nrds/eds/slice_003/dat/ebsd-sliceimage-003_0_wl.dat,1049724,549,478,262431,262424,True
004,Al,data/alloy617_nrds/eds/slice_004/dat/ebsd-sliceimage-004_0_alk.dat,1049724,549,478,262431,262424,True
004,Cl,data/alloy617_nrds/eds/slice_004/dat/ebsd-sliceimage-004_0_clk.dat,1049724,549,478,262431,262424,True
004,Co,data/alloy617_nrds/eds/slice_004/dat/ebsd-sliceimage-004_0_cok.dat,1049724,549,478,262431,262424,True
004,Cr,data/alloy617_nrds/eds/slice_004/dat/ebsd-sliceimage-004_0_crk.dat,1049724,549,478,262431,262424,True
004,F,data/alloy617_nrds/eds/slice_004/dat/ebsd-sliceimage-004_0_fk.dat,1049724,549,478,262431,262424,True
004,Fe,data/alloy617_nrds/eds/slice_004/dat/ebsd-sliceimage-004_0_fek.dat,1049724,549,478,262431,262424,True
004,Mg,data/alloy617_nrds/eds/slice_004/dat/ebsd-sliceimage-004_0_mgk.dat,1049724,549,478,262431,262424,True
004,Mn,data/alloy617_nrds/eds/slice_004/dat/ebsd-sliceimage-004_0_mnk.dat,1049724,549,478,262431,262424,True
004,Mo,data/alloy617_nrds/eds/slice_004/dat/ebsd-sliceimage-004_0_mom.dat,1049724,549,478,262431,262424,True
004,Na,data/alloy617_nrds/eds/slice_004/dat/ebsd-sliceimage-004_0_nak.dat,1049724,549,478,262431,262424,True
004,Ni,data/alloy617_nrds/eds/slice_004/dat/ebsd-sliceimage-004_0_nik.dat,1049724,549,478,262431,262424,True
004,O,data/alloy617_nrds/eds/slice_004/dat/ebsd-sliceimage-004_0_ok.dat,1049724,549,478,262431,262424,True
004,Si,data/alloy617_nrds/eds/slice_004/dat/ebsd-sliceimage-004_0_sik.dat,1049724,549,478,262431,262424,True
004,Ti,data/alloy617_nrds/eds/slice_004/dat/ebsd-sliceimage-004_0_tik.dat,1049724,549,478,262431,262424,True
004,W,data/alloy617_nrds/eds/slice_004/dat/ebsd-sliceimage-004_0_wl.dat,1049724,549,478,262431,262424,True
005,Al,data/alloy617_nrds/eds/slice_005/dat/ebsd-sliceimage-005_0_alk.dat,1049724,549,478,262431,262424,True
005,Cl,data/alloy617_nrds/eds/slice_005/dat/ebsd-sliceimage-005_0_clk.dat,1049724,549,478,262431,262424,True
005,Co,data/alloy617_nrds/eds/slice_005/dat/ebsd-sliceimage-005_0_cok.dat,1049724,549,478,262431,262424,True
005,Cr,data/alloy617_nrds/eds/slice_005/dat/ebsd-sliceimage-005_0_crk.dat,1049724,549,478,262431,262424,True
005,F,data/alloy617_nrds/eds/slice_005/dat/ebsd-sliceimage-005_0_fk.dat,1049724,549,478,262431,262424,True
005,Fe,data/alloy617_nrds/eds/slice_005/dat/ebsd-sliceimage-005_0_fek.dat,1049724,549,478,262431,262424,True
005,Mg,data/alloy617_nrds/eds/slice_005/dat/ebsd-sliceimage-005_0_mgk.dat,1049724,549,478,262431,262424,True
005,Mn,data/alloy617_nrds/eds/slice_005/dat/ebsd-sliceimage-005_0_mnk.dat,1049724,549,478,262431,262424,True
005,Mo,data/alloy617_nrds/eds/slice_005/dat/ebsd-sliceimage-005_0_mom.dat,1049724,549,478,262431,262424,True
005,Na,data/alloy617_nrds/eds/slice_005/dat/ebsd-sliceimage-005_0_nak.dat,1049724,549,478,262431,262424,True
005,Ni,data/alloy617_nrds/eds/slice_005/dat/ebsd-sliceimage-005_0_nik.dat,1049724,549,478,262431,262424,True
005,O,data/alloy617_nrds/eds/slice_005/dat/ebsd-sliceimage-005_0_ok.dat,1049724,549,478,262431,262424,True
005,Si,data/alloy617_nrds/eds/slice_005/dat/ebsd-sliceimage-005_0_sik.dat,1049724,549,478,262431,262424,True
005,Ti,data/alloy617_nrds/eds/slice_005/dat/ebsd-sliceimage-005_0_tik.dat,1049724,549,478,262431,262424,True
005,W,data/alloy617_nrds/eds/slice_005/dat/ebsd-sliceimage-005_0_wl.dat,1049724,549,478,262431,262424,True
006,Al,data/alloy617_nrds/eds/slice_006/dat/ebsd-sliceimage-006_0_alk.dat,1049724,549,478,262431,262424,True
006,Cl,data/alloy617_nrds/eds/slice_006/dat/ebsd-sliceimage-006_0_clk.dat,1049724,549,478,262431,262424,True
006,Co,data/alloy617_nrds/eds/slice_006/dat/ebsd-sliceimage-006_0_cok.dat,1049724,549,478,262431,262424,True
006,Cr,data/alloy617_nrds/eds/slice_006/dat/ebsd-sliceimage-006_0_crk.dat,1049724,549,478,262431,262424,True
006,F,data/alloy617_nrds/eds/slice_006/dat/ebsd-sliceimage-006_0_fk.dat,1049724,549,478,262431,262424,True
006,Fe,data/alloy617_nrds/eds/slice_006/dat/ebsd-sliceimage-006_0_fek.dat,1049724,549,478,262431,262424,True
006,Mg,data/alloy617_nrds/eds/slice_006/dat/ebsd-sliceimage-006_0_mgk.dat,1049724,549,478,262431,262424,True
006,Mn,data/alloy617_nrds/eds/slice_006/dat/ebsd-sliceimage-006_0_mnk.dat,1049724,549,478,262431,262424,True
006,Mo,data/alloy617_nrds/eds/slice_006/dat/ebsd-sliceimage-006_0_mom.dat,1049724,549,478,262431,262424,True
006,Na,data/alloy617_nrds/eds/slice_006/dat/ebsd-sliceimage-006_0_nak.dat,1049724,549,478,262431,262424,True
006,Ni,data/alloy617_nrds/eds/slice_006/dat/ebsd-sliceimage-006_0_nik.dat,1049724,549,478,262431,262424,True
006,O,data/alloy617_nrds/eds/slice_006/dat/ebsd-sliceimage-006_0_ok.dat,1049724,549,478,262431,262424,True
006,Si,data/alloy617_nrds/eds/slice_006/dat/ebsd-sliceimage-006_0_sik.dat,1049724,549,478,262431,262424,True
006,Ti,data/alloy617_nrds/eds/slice_006/dat/ebsd-sliceimage-006_0_tik.dat,1049724,549,478,262431,262424,True
006,W,data/alloy617_nrds/eds/slice_006/dat/ebsd-sliceimage-006_0_wl.dat,1049724,549,478,262431,262424,True
007,Al,data/alloy617_nrds/eds/slice_007/dat/ebsd-sliceimage-007_0_alk.dat,1049724,549,478,262431,262424,True
007,Cl,data/alloy617_nrds/eds/slice_007/dat/ebsd-sliceimage-007_0_clk.dat,1049724,549,478,262431,262424,True
007,Co,data/alloy617_nrds/eds/slice_007/dat/ebsd-sliceimage-007_0_cok.dat,1049724,549,478,262431,262424,True
007,Cr,data/alloy617_nrds/eds/slice_007/dat/ebsd-sliceimage-007_0_crk.dat,1049724,549,478,262431,262424,True
007,F,data/alloy617_nrds/eds/slice_007/dat/ebsd-sliceimage-007_0_fk.dat,1049724,549,478,262431,262424,True
007,Fe,data/alloy617_nrds/eds/slice_007/dat/ebsd-sliceimage-007_0_fek.dat,1049724,549,478,262431,262424,True
007,Mg,data/alloy617_nrds/eds/slice_007/dat/ebsd-sliceimage-007_0_mgk.dat,1049724,549,478,262431,262424,True
007,Mn,data/alloy617_nrds/eds/slice_007/dat/ebsd-sliceimage-007_0_mnk.dat,1049724,549,478,262431,262424,True
007,Mo,data/alloy617_nrds/eds/slice_007/dat/ebsd-sliceimage-007_0_mom.dat,1049724,549,478,262431,262424,True
007,Na,data/alloy617_nrds/eds/slice_007/dat/ebsd-sliceimage-007_0_nak.dat,1049724,549,478,262431,262424,True
007,Ni,data/alloy617_nrds/eds/slice_007/dat/ebsd-sliceimage-007_0_nik.dat,1049724,549,478,262431,262424,True
007,O,data/alloy617_nrds/eds/slice_007/dat/ebsd-sliceimage-007_0_ok.dat,1049724,549,478,262431,262424,True
007,Si,data/alloy617_nrds/eds/slice_007/dat/ebsd-sliceimage-007_0_sik.dat,1049724,549,478,262431,262424,True
007,Ti,data/alloy617_nrds/eds/slice_007/dat/ebsd-sliceimage-007_0_tik.dat,1049724,549,478,262431,262424,True
007,W,data/alloy617_nrds/eds/slice_007/dat/ebsd-sliceimage-007_0_wl.dat,1049724,549,478,262431,262424,True
008,Al,data/alloy617_nrds/eds/slice_008/dat/ebsd-sliceimage-008_0_alk.dat,1049724,549,478,262431,262424,True
008,Cl,data/alloy617_nrds/eds/slice_008/dat/ebsd-sliceimage-008_0_clk.dat,1049724,549,478,262431,262424,True
008,Co,data/alloy617_nrds/eds/slice_008/dat/ebsd-sliceimage-008_0_cok.dat,1049724,549,478,262431,262424,True
008,Cr,data/alloy617_nrds/eds/slice_008/dat/ebsd-sliceimage-008_0_crk.dat,1049724,549,478,262431,262424,True
008,F,data/alloy617_nrds/eds/slice_008/dat/ebsd-sliceimage-008_0_fk.dat,1049724,549,478,262431,262424,True
008,Fe,data/alloy617_nrds/eds/slice_008/dat/ebsd-sliceimage-008_0_fek.dat,1049724,549,478,262431,262424,True
008,Mg,data/alloy617_nrds/eds/slice_008/dat/ebsd-sliceimage-008_0_mgk.dat,1049724,549,478,262431,262424,True
008,Mn,data/alloy617_nrds/eds/slice_008/dat/ebsd-sliceimage-008_0_mnk.dat,1049724,549,478,262431,262424,True
008,Mo,data/alloy617_nrds/eds/slice_008/dat/ebsd-sliceimage-008_0_mom.dat,1049724,549,478,262431,262424,True
008,Na,data/alloy617_nrds/eds/slice_008/dat/ebsd-sliceimage-008_0_nak.dat,1049724,549,478,262431,262424,True
008,Ni,data/alloy617_nrds/eds/slice_008/dat/ebsd-sliceimage-008_0_nik.dat,1049724,549,478,262431,262424,True
008,O,data/alloy617_nrds/eds/slice_008/dat/ebsd-sliceimage-008_0_ok.dat,1049724,549,478,262431,262424,True
008,Si,data/alloy617_nrds/eds/slice_008/dat/ebsd-sliceimage-008_0_sik.dat,1049724,549,478,262431,262424,True
008,Ti,data/alloy617_nrds/eds/slice_008/dat/ebsd-sliceimage-008_0_tik.dat,1049724,549,478,262431,262424,True
008,W,data/alloy617_nrds/eds/slice_008/dat/ebsd-sliceimage-008_0_wl.dat,1049724,549,478,262431,262424,True
009,Al,data/alloy617_nrds/eds/slice_009/dat/ebsd-sliceimage-009_0_alk.dat,1049724,549,478,262431,262424,True
009,Cl,data/alloy617_nrds/eds/slice_009/dat/ebsd-sliceimage-009_0_clk.dat,1049724,549,478,262431,262424,True
009,Co,data/alloy617_nrds/eds/slice_009/dat/ebsd-sliceimage-009_0_cok.dat,1049724,549,478,262431,262424,True
009,Cr,data/alloy617_nrds/eds/slice_009/dat/ebsd-sliceimage-009_0_crk.dat,1049724,549,478,262431,262424,True
009,F,data/alloy617_nrds/eds/slice_009/dat/ebsd-sliceimage-009_0_fk.dat,1049724,549,478,262431,262424,True
009,Fe,data/alloy617_nrds/eds/slice_009/dat/ebsd-sliceimage-009_0_fek.dat,1049724,549,478,262431,262424,True
009,Mg,data/alloy617_nrds/eds/slice_009/dat/ebsd-sliceimage-009_0_mgk.dat,1049724,549,478,262431,262424,True
009,Mn,data/alloy617_nrds/eds/slice_009/dat/ebsd-sliceimage-009_0_mnk.dat,1049724,549,478,262431,262424,True
009,Mo,data/alloy617_nrds/eds/slice_009/dat/ebsd-sliceimage-009_0_mom.dat,1049724,549,478,262431,262424,True
009,Na,data/alloy617_nrds/eds/slice_009/dat/ebsd-sliceimage-009_0_nak.dat,1049724,549,478,262431,262424,True
009,Ni,data/alloy617_nrds/eds/slice_009/dat/ebsd-sliceimage-009_0_nik.dat,1049724,549,478,262431,262424,True
009,O,data/alloy617_nrds/eds/slice_009/dat/ebsd-sliceimage-009_0_ok.dat,1049724,549,478,262431,262424,True
009,Si,data/alloy617_nrds/eds/slice_009/dat/ebsd-sliceimage-009_0_sik.dat,1049724,549,478,262431,262424,True
009,Ti,data/alloy617_nrds/eds/slice_009/dat/ebsd-sliceimage-009_0_tik.dat,1049724,549,478,262431,262424,True
009,W,data/alloy617_nrds/eds/slice_009/dat/ebsd-sliceimage-009_0_wl.dat,1049724,549,478,262431,262424,True
010,Al,data/alloy617_nrds/eds/slice_010/dat/ebsd-sliceimage-010_0_alk.dat,1049724,549,478,262431,262424,True
010,Cl,data/alloy617_nrds/eds/slice_010/dat/ebsd-sliceimage-010_0_clk.dat,1049724,549,478,262431,262424,True
010,Co,data/alloy617_nrds/eds/slice_010/dat/ebsd-sliceimage-010_0_cok.dat,1049724,549,478,262431,262424,True
010,Cr,data/alloy617_nrds/eds/slice_010/dat/ebsd-sliceimage-010_0_crk.dat,1049724,549,478,262431,262424,True
010,F,data/alloy617_nrds/eds/slice_010/dat/ebsd-sliceimage-010_0_fk.dat,1049724,549,478,262431,262424,True
010,Fe,data/alloy617_nrds/eds/slice_010/dat/ebsd-sliceimage-010_0_fek.dat,1049724,549,478,262431,262424,True
010,Mg,data/alloy617_nrds/eds/slice_010/dat/ebsd-sliceimage-010_0_mgk.dat,1049724,549,478,262431,262424,True
010,Mn,data/alloy617_nrds/eds/slice_010/dat/ebsd-sliceimage-010_0_mnk.dat,1049724,549,478,262431,262424,True
010,Mo,data/alloy617_nrds/eds/slice_010/dat/ebsd-sliceimage-010_0_mom.dat,1049724,549,478,262431,262424,True
010,Na,data/alloy617_nrds/eds/slice_010/dat/ebsd-sliceimage-010_0_nak.dat,1049724,549,478,262431,262424,True
010,Ni,data/alloy617_nrds/eds/slice_010/dat/ebsd-sliceimage-010_0_nik.dat,1049724,549,478,262431,262424,True
010,O,data/alloy617_nrds/eds/slice_010/dat/ebsd-sliceimage-010_0_ok.dat,1049724,549,478,262431,262424,True
010,Si,data/alloy617_nrds/eds/slice_010/dat/ebsd-sliceimage-010_0_sik.dat,1049724,549,478,262431,262424,True
010,Ti,data/alloy617_nrds/eds/slice_010/dat/ebsd-sliceimage-010_0_tik.dat,1049724,549,478,262431,262424,True
010,W,data/alloy617_nrds/eds/slice_010/dat/ebsd-sliceimage-010_0_wl.dat,1049724,549,478,262431,262424,True
011,Al,data/alloy617_nrds/eds/slice_011/dat/ebsd-sliceimage-011_0_alk.dat,1049724,549,478,262431,262424,True
011,Cl,data/alloy617_nrds/eds/slice_011/dat/ebsd-sliceimage-011_0_clk.dat,1049724,549,478,262431,262424,True
011,Co,data/alloy617_nrds/eds/slice_011/dat/ebsd-sliceimage-011_0_cok.dat,1049724,549,478,262431,262424,True
011,Cr,data/alloy617_nrds/eds/slice_011/dat/ebsd-sliceimage-011_0_crk.dat,1049724,549,478,262431,262424,True
011,F,data/alloy617_nrds/eds/slice_011/dat/ebsd-sliceimage-011_0_fk.dat,1049724,549,478,262431,262424,True
011,Fe,data/alloy617_nrds/eds/slice_011/dat/ebsd-sliceimage-011_0_fek.dat,1049724,549,478,262431,262424,True
011,Mg,data/alloy617_nrds/eds/slice_011/dat/ebsd-sliceimage-011_0_mgk.dat,1049724,549,478,262431,262424,True
011,Mn,data/alloy617_nrds/eds/slice_011/dat/ebsd-sliceimage-011_0_mnk.dat,1049724,549,478,262431,262424,True
011,Mo,data/alloy617_nrds/eds/slice_011/dat/ebsd-sliceimage-011_0_mom.dat,1049724,549,478,262431,262424,True
011,Na,data/alloy617_nrds/eds/slice_011/dat/ebsd-sliceimage-011_0_nak.dat,1049724,549,478,262431,262424,True
011,Ni,data/alloy617_nrds/eds/slice_011/dat/ebsd-sliceimage-011_0_nik.dat,1049724,549,478,262431,262424,True
011,O,data/alloy617_nrds/eds/slice_011/dat/ebsd-sliceimage-011_0_ok.dat,1049724,549,478,262431,262424,True
011,Si,data/alloy617_nrds/eds/slice_011/dat/ebsd-sliceimage-011_0_sik.dat,1049724,549,478,262431,262424,True
011,Ti,data/alloy617_nrds/eds/slice_011/dat/ebsd-sliceimage-011_0_tik.dat,1049724,549,478,262431,262424,True
011,W,data/alloy617_nrds/eds/slice_011/dat/ebsd-sliceimage-011_0_wl.dat,1049724,549,478,262431,262424,True
012,Al,data/alloy617_nrds/eds/slice_012/dat/ebsd-sliceimage-012_0_alk.dat,1049724,549,478,262431,262424,True
012,Cl,data/alloy617_nrds/eds/slice_012/dat/ebsd-sliceimage-012_0_clk.dat,1049724,549,478,262431,262424,True
012,Co,data/alloy617_nrds/eds/slice_012/dat/ebsd-sliceimage-012_0_cok.dat,1049724,549,478,262431,262424,True
012,Cr,data/alloy617_nrds/eds/slice_012/dat/ebsd-sliceimage-012_0_crk.dat,1049724,549,478,262431,262424,True
012,F,data/alloy617_nrds/eds/slice_012/dat/ebsd-sliceimage-012_0_fk.dat,1049724,549,478,262431,262424,True
012,Fe,data/alloy617_nrds/eds/slice_012/dat/ebsd-sliceimage-012_0_fek.dat,1049724,549,478,262431,262424,True
012,Mg,data/alloy617_nrds/eds/slice_012/dat/ebsd-sliceimage-012_0_mgk.dat,1049724,549,478,262431,262424,True
012,Mn,data/alloy617_nrds/eds/slice_012/dat/ebsd-sliceimage-012_0_mnk.dat,1049724,549,478,262431,262424,True
012,Mo,data/alloy617_nrds/eds/slice_012/dat/ebsd-sliceimage-012_0_mom.dat,1049724,549,478,262431,262424,True
012,Na,data/alloy617_nrds/eds/slice_012/dat/ebsd-sliceimage-012_0_nak.dat,1049724,549,478,262431,262424,True
012,Ni,data/alloy617_nrds/eds/slice_012/dat/ebsd-sliceimage-012_0_nik.dat,1049724,549,478,262431,262424,True
012,O,data/alloy617_nrds/eds/slice_012/dat/ebsd-sliceimage-012_0_ok.dat,1049724,549,478,262431,262424,True
012,Si,data/alloy617_nrds/eds/slice_012/dat/ebsd-sliceimage-012_0_sik.dat,1049724,549,478,262431,262424,True
012,Ti,data/alloy617_nrds/eds/slice_012/dat/ebsd-sliceimage-012_0_tik.dat,1049724,549,478,262431,262424,True
012,W,data/alloy617_nrds/eds/slice_012/dat/ebsd-sliceimage-012_0_wl.dat,1049724,549,478,262431,262424,True
013,Al,data/alloy617_nrds/eds/slice_013/dat/ebsd-sliceimage-013_0_alk.dat,1049724,549,478,262431,262424,True
013,Cl,data/alloy617_nrds/eds/slice_013/dat/ebsd-sliceimage-013_0_clk.dat,1049724,549,478,262431,262424,True
013,Co,data/alloy617_nrds/eds/slice_013/dat/ebsd-sliceimage-013_0_cok.dat,1049724,549,478,262431,262424,True
013,Cr,data/alloy617_nrds/eds/slice_013/dat/ebsd-sliceimage-013_0_crk.dat,1049724,549,478,262431,262424,True
013,F,data/alloy617_nrds/eds/slice_013/dat/ebsd-sliceimage-013_0_fk.dat,1049724,549,478,262431,262424,True
013,Fe,data/alloy617_nrds/eds/slice_013/dat/ebsd-sliceimage-013_0_fek.dat,1049724,549,478,262431,262424,True
013,Mg,data/alloy617_nrds/eds/slice_013/dat/ebsd-sliceimage-013_0_mgk.dat,1049724,549,478,262431,262424,True
013,Mn,data/alloy617_nrds/eds/slice_013/dat/ebsd-sliceimage-013_0_mnk.dat,1049724,549,478,262431,262424,True
013,Mo,data/alloy617_nrds/eds/slice_013/dat/ebsd-sliceimage-013_0_mom.dat,1049724,549,478,262431,262424,True
013,Na,data/alloy617_nrds/eds/slice_013/dat/ebsd-sliceimage-013_0_nak.dat,1049724,549,478,262431,262424,True
013,Ni,data/alloy617_nrds/eds/slice_013/dat/ebsd-sliceimage-013_0_nik.dat,1049724,549,478,262431,262424,True
013,O,data/alloy617_nrds/eds/slice_013/dat/ebsd-sliceimage-013_0_ok.dat,1049724,549,478,262431,262424,True
013,Si,data/alloy617_nrds/eds/slice_013/dat/ebsd-sliceimage-013_0_sik.dat,1049724,549,478,262431,262424,True
013,Ti,data/alloy617_nrds/eds/slice_013/dat/ebsd-sliceimage-013_0_tik.dat,1049724,549,478,262431,262424,True
013,W,data/alloy617_nrds/eds/slice_013/dat/ebsd-sliceimage-013_0_wl.dat,1049724,549,478,262431,262424,True
014,Al,data/alloy617_nrds/eds/slice_014/dat/ebsd-sliceimage-014_0_alk.dat,1049724,549,478,262431,262424,True
014,Cl,data/alloy617_nrds/eds/slice_014/dat/ebsd-sliceimage-014_0_clk.dat,1049724,549,478,262431,262424,True
014,Co,data/alloy617_nrds/eds/slice_014/dat/ebsd-sliceimage-014_0_cok.dat,1049724,549,478,262431,262424,True
014,Cr,data/alloy617_nrds/eds/slice_014/dat/ebsd-sliceimage-014_0_crk.dat,1049724,549,478,262431,262424,True
014,F,data/alloy617_nrds/eds/slice_014/dat/ebsd-sliceimage-014_0_fk.dat,1049724,549,478,262431,262424,True
014,Fe,data/alloy617_nrds/eds/slice_014/dat/ebsd-sliceimage-014_0_fek.dat,1049724,549,478,262431,262424,True
014,Mg,data/alloy617_nrds/eds/slice_014/dat/ebsd-sliceimage-014_0_mgk.dat,1049724,549,478,262431,262424,True
014,Mn,data/alloy617_nrds/eds/slice_014/dat/ebsd-sliceimage-014_0_mnk.dat,1049724,549,478,262431,262424,True
014,Mo,data/alloy617_nrds/eds/slice_014/dat/ebsd-sliceimage-014_0_mom.dat,1049724,549,478,262431,262424,True
014,Na,data/alloy617_nrds/eds/slice_014/dat/ebsd-sliceimage-014_0_nak.dat,1049724,549,478,262431,262424,True
014,Ni,data/alloy617_nrds/eds/slice_014/dat/ebsd-sliceimage-014_0_nik.dat,1049724,549,478,262431,262424,True
014,O,data/alloy617_nrds/eds/slice_014/dat/ebsd-sliceimage-014_0_ok.dat,1049724,549,478,262431,262424,True
014,Si,data/alloy617_nrds/eds/slice_014/dat/ebsd-sliceimage-014_0_sik.dat,1049724,549,478,262431,262424,True
014,Ti,data/alloy617_nrds/eds/slice_014/dat/ebsd-sliceimage-014_0_tik.dat,1049724,549,478,262431,262424,True
014,W,data/alloy617_nrds/eds/slice_014/dat/ebsd-sliceimage-014_0_wl.dat,1049724,549,478,262431,262424,True
015,Al,data/alloy617_nrds/eds/slice_015/dat/ebsd-sliceimage-015_0_alk.dat,1049724,549,478,262431,262424,True
015,Cl,data/alloy617_nrds/eds/slice_015/dat/ebsd-sliceimage-015_0_clk.dat,1049724,549,478,262431,262424,True
015,Co,data/alloy617_nrds/eds/slice_015/dat/ebsd-sliceimage-015_0_cok.dat,1049724,549,478,262431,262424,True
015,Cr,data/alloy617_nrds/eds/slice_015/dat/ebsd-sliceimage-015_0_crk.dat,1049724,549,478,262431,262424,True
015,F,data/alloy617_nrds/eds/slice_015/dat/ebsd-sliceimage-015_0_fk.dat,1049724,549,478,262431,262424,True
015,Fe,data/alloy617_nrds/eds/slice_015/dat/ebsd-sliceimage-015_0_fek.dat,1049724,549,478,262431,262424,True
