fold,slice,policy,trailing_median_composite,trailing_std_composite,final_composite,iterations_in_window,trailing_median_delta_vs_uncertainty
fold_2,085,gated_veer_4x4_mean_kappa5,0.02572251545059985,0.031552779135774756,0.0,6,-0.15184237317786303
fold_2,085,nested_band_veer_4x4_mean_kappa2,0.16378530635295607,0.06478752421050477,0.1653512738524191,6,-0.013779582275506796
fold_2,085,nested_veer_4x4_mean_kappa0,0.17256623645586985,0.007326691706358653,0.1661283825255793,6,-0.0049986521725930155
fold_2,085,uncertainty_lookahead,0.17756488862846287,0.0068901337913246305,0.1661283825255793,6,0.0
fold_2,085,variogram_eer_4x4_mean_kappa5,0.05142196077285335,0.029104175541246013,0.0,6,-0.12614292785560952
fold_2,096,gated_veer_4x4_mean_kappa10,0.1424933715026708,0.1114710954379061,0.2560606770820932,6,-0.09402609140835114
fold_2,096,gated_veer_4x4_mean_kappa5,0.2349267057243905,0.07572839318524388,0.2325756183152457,6,-0.0015927571866314327
fold_2,096,nested_band_veer_4x4_mean_kappa2,0.10109498709644385,0.09067339161554683,0.2294473177301889,6,-0.1354244758145781
fold_2,096,nested_veer_4x4_mean_kappa0,0.23651946291102194,0.028962952581764033,0.1787089965299583,6,0.0
fold_2,096,uncertainty_lookahead,0.23651946291102194,0.028962952581764033,0.1787089965299583,6,0.0
fold_2,096,variogram_eer_4x4_mean_kappa5,0.2349267057243905,0.07572839318524388,0.2325756183152457,6,-0.0015927571866314327
fold_2,106,gated_veer_4x4_mean_kappa10,0.19081408524752314,0.08226353694140384,0.0159278481076383,6,0.14630239873890727
fold_2,106,gated_veer_4x4_mean_kappa5,0.04615967782308305,0.09081411306575952,0.0128396167622335,6,0.0016479913144671968
fold_2,106,nested_band_veer_4x4_mean_kappa2,0.19384464344975944,0.08474852487693435,0.0140097214628609,6,0.14933295694114357
fold_2,106,nested_veer_4x4_mean_kappa0,0.074618348074128,0.03125487629168677,0.0068625616631714,6,0.030106661565512144
fold_2,106,uncertainty_lookahead,0.04451168650861585,0.03340622444187414,0.0081985974972747,6,0.0
fold_2,106,variogram_eer_4x4_mean_kappa5,0.10431201076986056,0.08992527560264739,0.0128396167622335,6,0.05980032426124471
fold_3,107,gated_veer_4x4_mean_kappa10,0.166804350556003,0.05549121140784252,0.0179018141624397,6,0.1549216739726961
fold_3,107,gated_veer_4x4_mean_kappa5,0.0138818419779097,0.0029540813446287295,0.0087058619872642,6,0.0019991653946028008
fold_3,107,nested_band_veer_4x4_mean_kappa2,0.012163072645146801,0.0019803280255682515,0.0108503218246944,6,0.0002803960618399017
fold_3,107,nested_veer_4x4_mean_kappa0,0.0115565525033482,0.0011945397080790553,0.0112142927084289,6,-0.00032612407995869994
fold_3,107,uncertainty_lookahead,0.0118826765833069,0.004526834562316664,0.0065357822103098,6,0.0
fold_3,107,variogram_eer_4x4_mean_kappa5,0.17218153537494515,0.10620655304799806,0.071288777721494,6,0.16029885879163824
fold_3,117,gated_veer_4x4_mean_kappa10,0.09471981106709805,0.08011295090723014,0.0142704282743434,6,0.0818902640244387
fold_3,117,gated_veer_4x4_mean_kappa5,0.0156741900313065,0.07474249030230515,0.1732729985944629,6,0.0028446429886471516
fold_3,117,nested_band_veer_4x4_mean_kappa2,0.0730402981335463,0.04083698914458743,0.0070031510819593,6,0.06021075109088696
fold_3,117,nested_veer_4x4_mean_kappa0,0.013674923994203551,0.003914470179639135,0.0068040797639467,6,0.0008453769515442029
fold_3,117,uncertainty_lookahead,0.012829547042659348,0.005644595535226503,0.0053241450486753,6,0.0
fold_3,117,variogram_eer_4x4_mean_kappa5,0.0168333663843134,0.07662347409525001,0.0142704282743434,6,0.004003819341654051
fold_3,128,gated_veer_4x4_mean_kappa10,0.09933959366808975,0.08551864200505442,0.0129089451132282,6,-0.09988632466477604
fold_3,128,gated_veer_4x4_mean_kappa5,0.07945243015861145,0.0017119526170473434,0.0773023064292698,6,-0.11977348817425434
fold_3,128,nested_band_veer_4x4_mean_kappa2,0.0263509233298819,0.019519772346507498,0.0563110283185528,6,-0.1728749950029839
fold_3,128,nested_veer_4x4_mean_kappa0,0.0719721307339958,0.008403250093682696,0.0943738095486219,6,-0.12725378759887
fold_3,128,uncertainty_lookahead,0.1992259183328658,0.006952117052756915,0.1992262858667369,6,0.0
