fold,slice,policy,iteration,stage,query_count,scan_time_s,dose_proxy,selected_area_fraction,morphology_composite_error,front_mean_symmetric_distance_nm,front_hausdorff_distance_nm,front_availability_status,front_detection_correct,penetration_d95_absolute_error_nm,penetration_dmax_absolute_error_nm,normalized_reconstruction_rmse,roi_id,variogram_sill
fold_3,126,gated_veer_4x4_mean_kappa5,17,gated_veer_4x4_mean_kappa5_adaptive,17,85.07139999999998,6.963200000000002,0.2653436068622295,0.1994252804986033,16296.895798746644,39400.0,matched_present,True,5600.0,5300.0,0.2153504984355354,r0000_c0128,19.348710572139485
fold_3,126,uncertainty_lookahead,17,uncertainty_lookahead_adaptive,17,85.07139999999998,6.963200000000002,0.2653436068622295,0.2462629108759126,21439.66761417521,54600.0,matched_present,True,5600.0,5200.0,0.2181939698909558,r0192_c0000,
fold_3,127,gated_veer_4x4_mean_kappa5,17,gated_veer_4x4_mean_kappa5_adaptive,17,85.07139999999998,6.963200000000002,0.2653436068622295,0.0130106123637039,1228.5652375346942,10458.748598183236,matched_present,True,200.0,200.0,0.2181520693408072,r0192_c0064,35.34448140840788
fold_3,127,uncertainty_lookahead,17,uncertainty_lookahead_adaptive,17,85.07139999999998,6.963200000000002,0.2653436068622295,0.0106022925617551,964.1317232807104,9300.0,matched_present,True,200.0,300.0,0.2095894549959273,r0128_c0128,
fold_3,129,gated_veer_4x4_mean_kappa5,17,gated_veer_4x4_mean_kappa5_adaptive,17,85.07139999999998,6.963200000000002,0.2653436068622295,0.0092833769563214,719.3147898040905,4407.602636354595,matched_present,True,300.0,600.0,0.2083678275314162,r0128_c0000,24.164124638812783
fold_3,129,uncertainty_lookahead,17,uncertainty_lookahead_adaptive,17,85.07139999999998,6.963200000000002,0.2653436068622295,0.0112290547301831,932.950209374108,4471.728475656807,matched_present,True,300.0,900.0,0.2087436587348083,r0320_c0192,
fold_3,130,gated_veer_4x4_mean_kappa5,17,gated_veer_4x4_mean_kappa5_adaptive,17,85.07139999999998,6.963200000000002,0.2653436068622295,0.014192528747064,1258.3396564276334,9600.0,matched_present,True,300.0,800.0,0.205191092872592,r0384_c0384,33.2332256741575
fold_2,101,uncertainty_lookahead,17,uncertainty_lookahead_adaptive,17,85.07139999999998,6.963200000000002,0.2653436068622295,0.0145952690169835,1502.5605380647978,10501.201881689534,matched_present,True,100.0,100.0,0.2288712770026638,r0256_c0320,
fold_2,102,gated_veer_4x4_mean_kappa5,17,gated_veer_4x4_mean_kappa5_adaptive,17,85.07139999999998,6.963200000000002,0.2587587930889941,0.1882914552409094,16874.40178545186,50368.15339239666,matched_present,True,3800.0,3600.0,0.2202840600640452,r0320_c0064,39.79589824068658
fold_2,102,uncertainty_lookahead,17,uncertainty_lookahead_adaptive,17,85.07139999999998,6.963200000000002,0.2587587930889941,0.0115400795390479,1072.1007333874577,8091.348080511677,matched_present,True,195.00000000000728,100.0,0.2189296209656037,r0384_c0000,
fold_2,103,gated_veer_4x4_mean_kappa5,17,gated_veer_4x4_mean_kappa5_adaptive,17,85.07139999999998,6.963200000000002,0.2653436068622295,0.0224858087876971,2268.941804889146,14513.424165234052,matched_present,True,200.0,100.0,0.2244449310146061,r0000_c0192,27.97721063633981
fold_2,103,uncertainty_lookahead,17,uncertainty_lookahead_adaptive,17,85.07139999999998,6.963200000000002,0.2653436068622295,0.0678393086006189,1748.756084347964,6500.0,matched_present,True,5700.0,5500.0,0.2282963153227724,r0192_c0000,
fold_2,104,gated_veer_4x4_mean_kappa5,17,gated_veer_4x4_mean_kappa5_adaptive,17,85.07139999999998,6.963200000000002,0.2653436068622295,0.012846906318386,1310.5903137587911,9000.0,matched_present,True,100.0,300.0,0.2238661096222944,r0064_c0320,36.34241613792355
fold_5,250,uncertainty_lookahead,17,uncertainty_lookahead_adaptive,17,85.07139999999998,6.963200000000002,0.2653436068622295,0.1210431710252406,13290.540178571424,54800.0,matched_present,True,0.0,0.0,0.2187357706788303,r0384_c0000,
